Track,Test Case,Matcher Name 1,Matcher Name 2,Alpha,p,Significantly Different?
conference,conference-iasted,wordnet_synOrHyp,wordnet_synOrHyp,0.05,1.0,false
conference,ekaw-iasted,wikidata_synOrHyp,wikidata_synOrHyp,0.05,1.0,false
conference,edas-sigkdd,wiktionary_synOrHyp,webIsClassic_synOrHyp,0.05,63.0,false
conference,cmt-conference,babelnet_synOrHyp,dbpedia_synOrHyp,0.05,6.0,false
conference,conference-edas,wordnet_synOrHyp,webIsClassic_synOrHyp,0.05,126.0,false
conference,conference-edas,wordnet_synOrHyp,COMBINED_SynOrHyp,0.05,32766.0,false
conference,cmt-iasted,webIsClassic_synOrHyp,COMBINED_SynOrHyp,0.05,6.0,false
conference,cmt-conference,COMBINED_SynOrHyp,wordnet_synOrHyp,0.05,253.0,false
conference,edas-ekaw,webIsClassic_synOrHyp,COMBINED_SynOrHyp,0.05,1021.0,false
conference,edas-iasted,babelnet_synOrHyp,dbpedia_synOrHyp,0.05,28.0,false
conference,cmt-confof,wordnet_synOrHyp,babelnet_synOrHyp,0.05,0.0,true
conference,edas-sigkdd,wiktionary_synOrHyp,dbpedia_synOrHyp,0.05,0.0,true
conference,confof-edas,wikidata_synOrHyp,wikidata_synOrHyp,0.05,1.0,false
conference,cmt-conference,wikidata_synOrHyp,wordnet_synOrHyp,0.05,0.0,true
conference,iasted-sigkdd,wordnet_synOrHyp,dbpedia_synOrHyp,0.05,6.0,false
conference,edas-iasted,dbpedia_synOrHyp,dbpedia_synOrHyp,0.05,1.0,false
conference,confof-iasted,dbpedia_synOrHyp,dbpedia_synOrHyp,0.05,1.0,false
largebio,small-fma-nci,webIsClassic_synOrHyp,wikidata_synOrHyp,0.05,0.0,true
conference,edas-sigkdd,wikidata_synOrHyp,wikidata_synOrHyp,0.05,1.0,false
conference,ekaw-sigkdd,wikidata_synOrHyp,wiktionary_synOrHyp,0.05,0.0,true
conference,ekaw-sigkdd,COMBINED_SynOrHyp,wordnet_synOrHyp,0.05,126.0,false
conference,confof-edas,wiktionary_synOrHyp,babelnet_synOrHyp,0.05,0.0,true
conference,confof-sigkdd,dbpedia_synOrHyp,webIsClassic_synOrHyp,0.05,3.0,false
conference,cmt-edas,dbpedia_synOrHyp,wordnet_synOrHyp,0.05,0.0,true
conference,conference-confof,wiktionary_synOrHyp,wiktionary_synOrHyp,0.05,1.0,false
conference,conference-iasted,wiktionary_synOrHyp,wiktionary_synOrHyp,0.05,1.0,false
conference,ekaw-iasted,wiktionary_synOrHyp,wordnet_synOrHyp,0.05,63.0,false
anatomy_track,mouse-human-suite,wikidata_synOrHyp,COMBINED_SynOrHyp,0.05,4.8537174279772444E-11,true
conference,cmt-confof,COMBINED_SynOrHyp,wikidata_synOrHyp,0.05,4090.0,false
conference,cmt-sigkdd,wordnet_synOrHyp,webIsClassic_synOrHyp,0.05,0.0,true
conference,iasted-sigkdd,wiktionary_synOrHyp,wikidata_synOrHyp,0.05,0.0,true
conference,conference-sigkdd,wiktionary_synOrHyp,babelnet_synOrHyp,0.05,3.0,false
conference,conference-edas,COMBINED_SynOrHyp,wiktionary_synOrHyp,0.05,131066.0,false
conference,conference-edas,COMBINED_SynOrHyp,webIsClassic_synOrHyp,0.05,4090.0,false
conference,edas-ekaw,wikidata_synOrHyp,wordnet_synOrHyp,0.05,126.0,false
conference,conference-confof,wiktionary_synOrHyp,babelnet_synOrHyp,0.05,13.0,false
conference,conference-iasted,dbpedia_synOrHyp,babelnet_synOrHyp,0.05,13.0,false
conference,conference-ekaw,wordnet_synOrHyp,dbpedia_synOrHyp,0.05,3.0,false
conference,conference-ekaw,babelnet_synOrHyp,COMBINED_SynOrHyp,0.05,32766.0,false
conference,edas-sigkdd,babelnet_synOrHyp,COMBINED_SynOrHyp,0.05,253.0,false
conference,iasted-sigkdd,wikidata_synOrHyp,dbpedia_synOrHyp,0.05,1.0,false
conference,cmt-ekaw,wordnet_synOrHyp,wordnet_synOrHyp,0.05,1.0,false
conference,confof-iasted,wordnet_synOrHyp,wiktionary_synOrHyp,0.05,28.0,false
conference,cmt-ekaw,wiktionary_synOrHyp,COMBINED_SynOrHyp,0.05,126.0,false
conference,edas-iasted,wikidata_synOrHyp,babelnet_synOrHyp,0.05,253.0,false
conference,iasted-sigkdd,dbpedia_synOrHyp,COMBINED_SynOrHyp,0.05,131066.0,false
conference,edas-iasted,wikidata_synOrHyp,wiktionary_synOrHyp,0.05,28.0,false
conference,conference-ekaw,webIsClassic_synOrHyp,COMBINED_SynOrHyp,0.05,253.0,false
largebio,small-fma-nci,dbpedia_synOrHyp,wikidata_synOrHyp,0.05,6.080817357971835E-4,true
conference,edas-iasted,COMBINED_SynOrHyp,wikidata_synOrHyp,0.05,647.0,false
conference,conference-ekaw,wiktionary_synOrHyp,wiktionary_synOrHyp,0.05,1.0,false
conference,edas-iasted,wikidata_synOrHyp,dbpedia_synOrHyp,0.05,6.0,false
conference,confof-ekaw,babelnet_synOrHyp,babelnet_synOrHyp,0.05,1.0,false
conference,confof-sigkdd,dbpedia_synOrHyp,wordnet_synOrHyp,0.05,0.0,true
conference,edas-ekaw,webIsClassic_synOrHyp,babelnet_synOrHyp,0.05,32766.0,false
conference,edas-sigkdd,wikidata_synOrHyp,wordnet_synOrHyp,0.05,0.0,true
conference,conference-edas,COMBINED_SynOrHyp,wordnet_synOrHyp,0.05,32766.0,false
conference,conference-edas,webIsClassic_synOrHyp,webIsClassic_synOrHyp,0.05,1.0,false
conference,conference-edas,dbpedia_synOrHyp,babelnet_synOrHyp,0.05,63.0,false
conference,confof-iasted,babelnet_synOrHyp,dbpedia_synOrHyp,0.05,253.0,false
anatomy_track,mouse-human-suite,wiktionary_synOrHyp,wordnet_synOrHyp,0.05,7.432798688492559E-4,true
conference,ekaw-iasted,wikidata_synOrHyp,babelnet_synOrHyp,0.05,1021.0,false
largebio,small-fma-nci,wordnet_synOrHyp,babelnet_synOrHyp,0.05,2.429711226703546E-4,true
conference,conference-iasted,COMBINED_SynOrHyp,wordnet_synOrHyp,0.05,16383.0,false
conference,ekaw-iasted,webIsClassic_synOrHyp,babelnet_synOrHyp,0.05,65533.0,false
conference,cmt-edas,babelnet_synOrHyp,babelnet_synOrHyp,0.05,1.0,false
conference,cmt-edas,wordnet_synOrHyp,wordnet_synOrHyp,0.05,1.0,false
conference,conference-ekaw,babelnet_synOrHyp,webIsClassic_synOrHyp,0.05,8184.0,false
conference,cmt-sigkdd,wordnet_synOrHyp,wiktionary_synOrHyp,0.05,0.0,true
largebio,small-fma-nci,webIsClassic_synOrHyp,wordnet_synOrHyp,0.05,2.844524615852606E-11,true
anatomy_track,mouse-human-suite,babelnet_synOrHyp,wordnet_synOrHyp,0.05,9.332722655464032E-6,true
conference,cmt-sigkdd,dbpedia_synOrHyp,COMBINED_SynOrHyp,0.05,3.0,false
conference,confof-ekaw,babelnet_synOrHyp,dbpedia_synOrHyp,0.05,0.0,true
conference,confof-ekaw,wiktionary_synOrHyp,COMBINED_SynOrHyp,0.05,253.0,false
conference,conference-ekaw,wordnet_synOrHyp,wordnet_synOrHyp,0.05,1.0,false
conference,cmt-confof,wiktionary_synOrHyp,wiktionary_synOrHyp,0.05,1.0,false
conference,cmt-iasted,wiktionary_synOrHyp,babelnet_synOrHyp,0.05,3.0,false
anatomy_track,mouse-human-suite,wikidata_synOrHyp,wiktionary_synOrHyp,0.05,0.34732353285574,false
conference,edas-sigkdd,wordnet_synOrHyp,dbpedia_synOrHyp,0.05,0.0,true
conference,confof-edas,babelnet_synOrHyp,babelnet_synOrHyp,0.05,1.0,false
conference,cmt-edas,wordnet_synOrHyp,dbpedia_synOrHyp,0.05,0.0,true
conference,confof-sigkdd,wordnet_synOrHyp,dbpedia_synOrHyp,0.05,0.0,true
conference,ekaw-sigkdd,wordnet_synOrHyp,webIsClassic_synOrHyp,0.05,3.0,false
conference,cmt-iasted,webIsClassic_synOrHyp,babelnet_synOrHyp,0.05,8184.0,false
conference,confof-edas,webIsClassic_synOrHyp,wordnet_synOrHyp,0.05,506.0,false
conference,iasted-sigkdd,COMBINED_SynOrHyp,wikidata_synOrHyp,0.05,131066.0,false
conference,cmt-iasted,COMBINED_SynOrHyp,COMBINED_SynOrHyp,0.05,1.0,false
conference,cmt-confof,babelnet_synOrHyp,COMBINED_SynOrHyp,0.05,4090.0,false
conference,cmt-ekaw,dbpedia_synOrHyp,dbpedia_synOrHyp,0.05,1.0,false
conference,ekaw-sigkdd,webIsClassic_synOrHyp,wiktionary_synOrHyp,0.05,13.0,false
conference,conference-edas,babelnet_synOrHyp,wordnet_synOrHyp,0.05,13.0,false
conference,conference-edas,wiktionary_synOrHyp,wordnet_synOrHyp,0.05,0.0,true
conference,ekaw-sigkdd,wikidata_synOrHyp,COMBINED_SynOrHyp,0.05,13.0,false
conference,conference-iasted,wiktionary_synOrHyp,webIsClassic_synOrHyp,0.05,2042.0,false
conference,cmt-ekaw,wiktionary_synOrHyp,wordnet_synOrHyp,0.05,0.0,true
largebio,small-fma-nci,COMBINED_SynOrHyp,babelnet_synOrHyp,0.05,0.01905667534953348,true
conference,cmt-sigkdd,babelnet_synOrHyp,wiktionary_synOrHyp,0.05,0.0,true
conference,edas-iasted,babelnet_synOrHyp,COMBINED_SynOrHyp,0.05,-43596.0,true
conference,conference-edas,babelnet_synOrHyp,COMBINED_SynOrHyp,0.05,2042.0,false
largebio,small-fma-nci,dbpedia_synOrHyp,babelnet_synOrHyp,0.05,0.12930402597448298,false
conference,ekaw-iasted,dbpedia_synOrHyp,dbpedia_synOrHyp,0.05,1.0,false
conference,cmt-sigkdd,webIsClassic_synOrHyp,wordnet_synOrHyp,0.05,0.0,true
conference,conference-sigkdd,COMBINED_SynOrHyp,COMBINED_SynOrHyp,0.05,1.0,false
largebio,small-fma-nci,wordnet_synOrHyp,wiktionary_synOrHyp,0.05,0.9051975038367148,false
conference,ekaw-iasted,COMBINED_SynOrHyp,wiktionary_synOrHyp,0.05,-45.0,true
conference,cmt-edas,babelnet_synOrHyp,webIsClassic_synOrHyp,0.05,28.0,false
conference,cmt-ekaw,babelnet_synOrHyp,wikidata_synOrHyp,0.05,13.0,false
conference,conference-sigkdd,COMBINED_SynOrHyp,babelnet_synOrHyp,0.05,6.0,false
conference,iasted-sigkdd,COMBINED_SynOrHyp,webIsClassic_synOrHyp,0.05,253.0,false
conference,cmt-edas,wikidata_synOrHyp,wiktionary_synOrHyp,0.05,0.0,true
conference,conference-ekaw,dbpedia_synOrHyp,babelnet_synOrHyp,0.05,13.0,false
conference,cmt-confof,dbpedia_synOrHyp,webIsClassic_synOrHyp,0.05,63.0,false
conference,ekaw-sigkdd,babelnet_synOrHyp,wiktionary_synOrHyp,0.05,0.0,true
largebio,small-fma-nci,wiktionary_synOrHyp,babelnet_synOrHyp,0.05,1.0325517291198683E-4,true
conference,edas-sigkdd,wiktionary_synOrHyp,COMBINED_SynOrHyp,0.05,2042.0,false
conference,confof-ekaw,wordnet_synOrHyp,webIsClassic_synOrHyp,0.05,13.0,false
conference,confof-edas,wiktionary_synOrHyp,wordnet_synOrHyp,0.05,0.0,true
conference,confof-iasted,wordnet_synOrHyp,wordnet_synOrHyp,0.05,1.0,false
anatomy_track,mouse-human-suite,wiktionary_synOrHyp,wikidata_synOrHyp,0.05,0.34732353285574,false
conference,cmt-iasted,wiktionary_synOrHyp,dbpedia_synOrHyp,0.05,0.0,true
conference,iasted-sigkdd,webIsClassic_synOrHyp,wordnet_synOrHyp,0.05,4090.0,false
conference,conference-ekaw,wordnet_synOrHyp,webIsClassic_synOrHyp,0.05,2042.0,false
conference,edas-iasted,dbpedia_synOrHyp,wiktionary_synOrHyp,0.05,0.0,true
conference,cmt-conference,wikidata_synOrHyp,babelnet_synOrHyp,0.05,6.0,false
conference,cmt-ekaw,babelnet_synOrHyp,COMBINED_SynOrHyp,0.05,63.0,false
largebio,small-fma-nci,wikidata_synOrHyp,webIsClassic_synOrHyp,0.05,0.0,true
conference,cmt-confof,wikidata_synOrHyp,COMBINED_SynOrHyp,0.05,4090.0,false
conference,cmt-confof,wikidata_synOrHyp,wikidata_synOrHyp,0.05,1.0,false
conference,cmt-edas,wiktionary_synOrHyp,COMBINED_SynOrHyp,0.05,28.0,false
conference,edas-sigkdd,dbpedia_synOrHyp,wikidata_synOrHyp,0.05,0.0,true
conference,cmt-sigkdd,babelnet_synOrHyp,COMBINED_SynOrHyp,0.05,3.0,false
conference,cmt-iasted,wiktionary_synOrHyp,wiktionary_synOrHyp,0.05,1.0,false
conference,cmt-confof,wordnet_synOrHyp,webIsClassic_synOrHyp,0.05,28.0,false
conference,confof-ekaw,babelnet_synOrHyp,wikidata_synOrHyp,0.05,3.0,false
conference,conference-edas,wiktionary_synOrHyp,webIsClassic_synOrHyp,0.05,28.0,false
conference,conference-edas,webIsClassic_synOrHyp,wikidata_synOrHyp,0.05,1021.0,false
conference,edas-sigkdd,webIsClassic_synOrHyp,wordnet_synOrHyp,0.05,253.0,false
conference,conference-confof,babelnet_synOrHyp,COMBINED_SynOrHyp,0.05,253.0,false
conference,conference-sigkdd,babelnet_synOrHyp,wikidata_synOrHyp,0.05,0.0,true
conference,conference-confof,dbpedia_synOrHyp,webIsClassic_synOrHyp,0.05,6.0,false
conference,edas-ekaw,babelnet_synOrHyp,babelnet_synOrHyp,0.05,1.0,false
conference,edas-iasted,wikidata_synOrHyp,wordnet_synOrHyp,0.05,253.0,false
conference,confof-sigkdd,babelnet_synOrHyp,wikidata_synOrHyp,0.05,6.0,false
conference,confof-ekaw,dbpedia_synOrHyp,webIsClassic_synOrHyp,0.05,6.0,false
conference,cmt-conference,dbpedia_synOrHyp,dbpedia_synOrHyp,0.05,1.0,false
conference,conference-ekaw,webIsClassic_synOrHyp,wiktionary_synOrHyp,0.05,506.0,false
conference,confof-edas,webIsClassic_synOrHyp,wiktionary_synOrHyp,0.05,1021.0,false
largebio,small-fma-nci,wikidata_synOrHyp,wiktionary_synOrHyp,0.05,0.016309171877754824,true
conference,edas-ekaw,dbpedia_synOrHyp,dbpedia_synOrHyp,0.05,1.0,false
conference,ekaw-iasted,webIsClassic_synOrHyp,dbpedia_synOrHyp,0.05,4090.0,false
conference,ekaw-iasted,babelnet_synOrHyp,wikidata_synOrHyp,0.05,1021.0,false
conference,edas-ekaw,babelnet_synOrHyp,dbpedia_synOrHyp,0.05,28.0,false
conference,cmt-confof,babelnet_synOrHyp,wiktionary_synOrHyp,0.05,13.0,false
conference,ekaw-sigkdd,webIsClassic_synOrHyp,webIsClassic_synOrHyp,0.05,1.0,false
conference,ekaw-sigkdd,wordnet_synOrHyp,wikidata_synOrHyp,0.05,0.0,true
conference,conference-sigkdd,babelnet_synOrHyp,webIsClassic_synOrHyp,0.05,13.0,false
conference,edas-ekaw,webIsClassic_synOrHyp,webIsClassic_synOrHyp,0.05,1.0,false
conference,cmt-sigkdd,wikidata_synOrHyp,COMBINED_SynOrHyp,0.05,0.0,true
conference,cmt-edas,babelnet_synOrHyp,wikidata_synOrHyp,0.05,3.0,false
anatomy_track,mouse-human-suite,wiktionary_synOrHyp,wiktionary_synOrHyp,0.05,1.0,false
conference,edas-sigkdd,wordnet_synOrHyp,COMBINED_SynOrHyp,0.05,506.0,false
conference,iasted-sigkdd,babelnet_synOrHyp,babelnet_synOrHyp,0.05,1.0,false
conference,conference-sigkdd,wordnet_synOrHyp,COMBINED_SynOrHyp,0.05,13.0,false
conference,cmt-ekaw,webIsClassic_synOrHyp,wiktionary_synOrHyp,0.05,6.0,false
conference,iasted-sigkdd,wordnet_synOrHyp,babelnet_synOrHyp,0.05,28.0,false
conference,cmt-sigkdd,webIsClassic_synOrHyp,wiktionary_synOrHyp,0.05,0.0,true
conference,cmt-ekaw,babelnet_synOrHyp,dbpedia_synOrHyp,0.05,0.0,true
conference,iasted-sigkdd,wikidata_synOrHyp,COMBINED_SynOrHyp,0.05,131066.0,false
conference,cmt-ekaw,dbpedia_synOrHyp,COMBINED_SynOrHyp,0.05,506.0,false
conference,edas-iasted,webIsClassic_synOrHyp,COMBINED_SynOrHyp,0.05,4090.0,false
conference,cmt-conference,wiktionary_synOrHyp,dbpedia_synOrHyp,0.05,6.0,false
conference,conference-ekaw,COMBINED_SynOrHyp,wordnet_synOrHyp,0.05,131066.0,false
conference,cmt-iasted,wiktionary_synOrHyp,wikidata_synOrHyp,0.05,0.0,true
conference,cmt-sigkdd,dbpedia_synOrHyp,babelnet_synOrHyp,0.05,0.0,true
conference,confof-ekaw,wikidata_synOrHyp,wiktionary_synOrHyp,0.05,0.0,true
conference,confof-sigkdd,dbpedia_synOrHyp,dbpedia_synOrHyp,0.05,1.0,false
conference,confof-ekaw,COMBINED_SynOrHyp,dbpedia_synOrHyp,0.05,253.0,false
conference,conference-confof,webIsClassic_synOrHyp,COMBINED_SynOrHyp,0.05,126.0,false
conference,cmt-sigkdd,COMBINED_SynOrHyp,babelnet_synOrHyp,0.05,3.0,false
conference,cmt-sigkdd,wordnet_synOrHyp,wordnet_synOrHyp,0.05,1.0,false
largebio,small-fma-nci,webIsClassic_synOrHyp,wiktionary_synOrHyp,0.05,0.0,true
conference,cmt-sigkdd,wiktionary_synOrHyp,wikidata_synOrHyp,0.05,0.0,true
conference,conference-edas,wikidata_synOrHyp,dbpedia_synOrHyp,0.05,28.0,false
conference,conference-sigkdd,webIsClassic_synOrHyp,wikidata_synOrHyp,0.05,0.0,true
conference,cmt-edas,webIsClassic_synOrHyp,wikidata_synOrHyp,0.05,0.0,true
conference,cmt-conference,dbpedia_synOrHyp,babelnet_synOrHyp,0.05,6.0,false
conference,conference-edas,wikidata_synOrHyp,wikidata_synOrHyp,0.05,1.0,false
conference,confof-sigkdd,wikidata_synOrHyp,babelnet_synOrHyp,0.05,6.0,false
conference,cmt-ekaw,dbpedia_synOrHyp,babelnet_synOrHyp,0.05,0.0,true
conference,cmt-confof,dbpedia_synOrHyp,wikidata_synOrHyp,0.05,1.0,false
conference,ekaw-iasted,webIsClassic_synOrHyp,wikidata_synOrHyp,0.05,262141.0,false
conference,edas-sigkdd,webIsClassic_synOrHyp,babelnet_synOrHyp,0.05,506.0,false
conference,edas-iasted,wikidata_synOrHyp,webIsClassic_synOrHyp,0.05,131066.0,false
conference,conference-sigkdd,wordnet_synOrHyp,wiktionary_synOrHyp,0.05,0.0,true
conference,confof-iasted,wikidata_synOrHyp,webIsClassic_synOrHyp,0.05,32766.0,false
conference,conference-edas,dbpedia_synOrHyp,wikidata_synOrHyp,0.05,28.0,false
conference,cmt-conference,wordnet_synOrHyp,webIsClassic_synOrHyp,0.05,3.0,false
conference,cmt-sigkdd,COMBINED_SynOrHyp,COMBINED_SynOrHyp,0.05,1.0,false
conference,conference-ekaw,COMBINED_SynOrHyp,COMBINED_SynOrHyp,0.05,1.0,false
conference,cmt-confof,wikidata_synOrHyp,webIsClassic_synOrHyp,0.05,63.0,false
conference,ekaw-sigkdd,wikidata_synOrHyp,dbpedia_synOrHyp,0.05,0.0,true
conference,edas-ekaw,wordnet_synOrHyp,COMBINED_SynOrHyp,0.05,131066.0,false
conference,confof-sigkdd,wordnet_synOrHyp,babelnet_synOrHyp,0.05,3.0,false
conference,cmt-ekaw,COMBINED_SynOrHyp,babelnet_synOrHyp,0.05,63.0,false
conference,confof-ekaw,dbpedia_synOrHyp,COMBINED_SynOrHyp,0.05,253.0,false
conference,edas-iasted,wikidata_synOrHyp,COMBINED_SynOrHyp,0.05,647.0,false
largebio,small-fma-nci,babelnet_synOrHyp,dbpedia_synOrHyp,0.05,0.12930402597448298,false
largebio,small-fma-nci,dbpedia_synOrHyp,wiktionary_synOrHyp,0.05,1.0837888364534365E-9,true
conference,confof-ekaw,dbpedia_synOrHyp,wordnet_synOrHyp,0.05,0.0,true
conference,conference-ekaw,dbpedia_synOrHyp,wikidata_synOrHyp,0.05,13.0,false
conference,cmt-confof,COMBINED_SynOrHyp,dbpedia_synOrHyp,0.05,4090.0,false
conference,confof-ekaw,wordnet_synOrHyp,wiktionary_synOrHyp,0.05,0.0,true
conference,cmt-confof,dbpedia_synOrHyp,COMBINED_SynOrHyp,0.05,4090.0,false
conference,iasted-sigkdd,wordnet_synOrHyp,wiktionary_synOrHyp,0.05,13.0,false
conference,cmt-iasted,webIsClassic_synOrHyp,wordnet_synOrHyp,0.05,4090.0,false
conference,edas-iasted,wordnet_synOrHyp,wiktionary_synOrHyp,0.05,126.0,false
conference,cmt-sigkdd,COMBINED_SynOrHyp,dbpedia_synOrHyp,0.05,3.0,false
conference,conference-confof,dbpedia_synOrHyp,COMBINED_SynOrHyp,0.05,4090.0,false
conference,confof-ekaw,wiktionary_synOrHyp,dbpedia_synOrHyp,0.05,1.0,false
conference,cmt-conference,wiktionary_synOrHyp,babelnet_synOrHyp,0.05,63.0,false
conference,iasted-sigkdd,webIsClassic_synOrHyp,webIsClassic_synOrHyp,0.05,1.0,false
conference,edas-ekaw,wikidata_synOrHyp,webIsClassic_synOrHyp,0.05,65533.0,false
conference,cmt-confof,dbpedia_synOrHyp,dbpedia_synOrHyp,0.05,1.0,false
conference,conference-ekaw,COMBINED_SynOrHyp,webIsClassic_synOrHyp,0.05,253.0,false
conference,cmt-conference,babelnet_synOrHyp,webIsClassic_synOrHyp,0.05,63.0,false
